HS2,HS4,HS6,description,clean_description
,,852581.0,"Television cameras, digital cameras and video camera recorders; high-speed goods as specified in subheading note 1 to this chapter",television camera digital camera video camera recorder high speed good specify subheade note chapter
,,852582.0,"Television cameras, digital cameras and video camera recorders; radiation-hardened or radiation-tolerant goods as specified in subheading note 2 to this chapter",television camera digital camera video camera recorder radiation harden radiation tolerant good specify subheade note chapter
,,852583.0,"Television cameras, digital cameras and video camera recorders; night vision goods as specified in subheading note 3 to this chapter",television camera digital camera video camera recorder night vision good specify subheade note chapter
,,852589.0,Television cameras; n.e.c. in item no 8525.8,television camera item
,,852610.0,Radar apparatus,radar apparatus
,,852691.0,Radio navigational aid apparatus,radio navigational aid apparatus
,,852692.0,Radio remote control apparatus,radio remote control apparatus
,,852712.0,Radio broadcast receivers capable of operating without an external power source; pocket-size radio cassette-players,radio broadcast receiver capable operate external power source pocket size radio cassette player
,,852713.0,"Radio broadcast receivers capable of operating without an external power source; apparatus (other than pocket-size radio cassette-players), combined with sound recording or reproducing apparatus",radio broadcast receiver capable operate external power source apparatus pocket size radio cassette player combine sound recording reproduce apparatus
,,852719.0,Radio broadcast receivers capable of operating without an external power source; n.e.c. in item no. 8527.1,radio broadcast receiver capable operate external power source item
,,852721.0,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; combined with sound recording or reproducing apparatus",radio broadcast receiver capable operate external source power kind motor vehicle combine sound recording reproduce apparatus
,,852729.0,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; not combined with sound recording or reproducing apparatus",radio broadcast receiver capable operate external source power kind motor vehicle combine sound recording reproduce apparatus
,,852791.0,Radio-broadcast receivers n.e.c. in heading no. 8527; combined with sound recording or reproducing apparatus,radio broadcast receiver head combine sound recording reproduce apparatus
,,852792.0,Radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus but combined with a clock,radio broadcast receiver head combine sound recording reproduce apparatus combine clock
,,852799.0,Radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus and not combined with a clock,radio broadcast receiver head combine sound recording reproduce apparatus combine clock
,,852842.0,"Monitors; cathode-ray tube, capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71",monitor cathode ray tube capable directly connect design use automatic datum processing machine head
,,852849.0,"Monitors; cathode-ray tube, n.e.c. in subheading 8528.42, whether or not colour",monitor cathode ray tube subheade colour
,,852852.0,Monitors; other than cathode-ray tube; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,monitor cathode ray tube capable directly connect design use automatic datum processing machine head
,,852859.0,"Monitors other than cathode-ray tube; n.e.c. in subheading 8528.52, whether or not colour",monitor cathode ray tube subheade colour
,,852862.0,Projectors; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,projector capable directly connect design use automatic datum processing machine head
,,852869.0,"Projectors; n.e.c. in subheading 8528.62, whether or not colour",projector subheade colour
,,852871.0,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; not designed to incorporate a video display or screen",reception apparatus television incorporate radio broadcast receiver sound video recording reproducing apparatus design incorporate video display screen
,,852872.0,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a colour video display or screen",reception apparatus television incorporate radio broadcast receiver sound video recording reproducing apparatus incorporate colour video display screen
,,852873.0,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a monochrome video display or screen",reception apparatus television incorporate radio broadcast receiver sound video recording reproducing apparatus incorporate monochrome video display screen
,,852910.0,Reception and transmission apparatus; aerials and aerial reflectors of all kinds and parts suitable for use therewith,reception transmission apparatus aerial aerial reflector kind part suitable use therewith
,,852990.0,"Reception and transmission apparatus; for use with the apparatus of heading no. 8524 to 8528, excluding aerials and aerial reflectors",reception transmission apparatus use apparatus head exclude aerial aerial reflector
,,853010.0,"Signalling, safety or traffic control equipment; for railways or tramways (excluding those of heading no. 8608)",signal safety traffic control equipment railway tramway exclude head
,,853080.0,"Signalling, safety or traffic control equipment; for roads, inland waterways, parking facilities, port installations or airfields (excluding those of heading no. 8608)",signal safety traffic control equipment road inland waterway parking facility port installation airfield exclude head
,,853090.0,"Signalling apparatus; parts of safety, traffic control equipment for railways, tramways, roads, inland waterways, airfields, parking facilities, port instalments (excluding those of heading no. 8608)",signal apparatus part safety traffic control equipment railway tramway road inland waterway airfield parking facility port instalment exclude head
,,853110.0,"Signalling apparatus; electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530",signal apparatus electric sound visual burglar fire alarm similar head
,,853120.0,"Signalling apparatus; electric, sound or visual, indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED), excluding those of heading no. 8512 or 8530",signal apparatus electric sound visual indicator panel incorporate liquid crystal device lcd light emit diode lead exclude head
,,853180.0,"Signalling apparatus; electric, sound or visual, apparatus n.e.c. in heading no. 8531, excluding those of heading no. 8512 or 8530",signal apparatus electric sound visual apparatus head exclude head
,,853190.0,"Signalling apparatus; parts of the electric, sound or visual apparatus of heading no. 8531",signal apparatus part electric sound visual apparatus head
,,853210.0,"Electrical capacitors; fixed, designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors)",electrical capacitor fix design use hz circuit have reactive power handling capacity kvar power capacitor
,,853221.0,"Electrical capacitors; fixed, tantalum",electrical capacitor fix tantalum
,,853222.0,"Electrical capacitors; fixed, aluminium electrolytic",electrical capacitor fix aluminium electrolytic
,,853223.0,"Electrical capacitors; fixed, ceramic dielectric, single layer",electrical capacitor fix ceramic dielectric single layer
,,853224.0,"Electrical capacitors; fixed, ceramic dielectric, multilayer",electrical capacitor fix ceramic dielectric multilayer
,,853225.0,"Electrical capacitors; fixed, dielectric of paper or plastics",electrical capacitor fix dielectric paper plastic
,,853229.0,"Electrical capacitors; fixed, n.e.c. in heading no. 8532",electrical capacitor fix head
,,853230.0,Electrical capacitors; variable or adjustable (pre-set) capacitors,electrical capacitor variable adjustable pre set capacitor
,,853290.0,Electrical capacitors; parts of the capacitors of heading no. 8532,electrical capacitor part capacitor head
,,853310.0,"Electrical resistors; fixed carbon resistors, composition or film types (including rheostats and potentiometers but excluding heating resistors)",electrical resistor fix carbon resistor composition film type include rheostat potentiometer exclude heating resistor
,,853321.0,"Electrical resistors; fixed, for a power handling capacity not exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)",electrical resistor fix power handling capacity exceed include rheostat potentiometer exclude heating resistor carbon resistor
,,853329.0,"Electrical resistors; fixed, for a power handling capacity exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)",electrical resistor fix power handling capacity exceed include rheostat potentiometer exclude heating resistor carbon resistor
,,853331.0,"Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity not exceeding 20W (excluding heating)",electrical resistor wirewound variable include rheostat potentiometer power handling capacity exceed exclude heating
,,853339.0,"Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity exceeding 20W (excluding heating)",electrical resistor wirewound variable include rheostat potentiometer power handling capacity exceed exclude heating
,,853340.0,"Electrical resistors; variable, including rheostats and potentiometers (excluding heating)",electrical resistor variable include rheostat potentiometer exclude heating
,,853390.0,Resistors; parts of the resistors of heading no. 8533,resistor part resistor head
,,853400.0,Circuits; printed,circuit print
,,853510.0,"Electrical apparatus; fuses, for a voltage exceeding 1000 volts",electrical apparatus fuse voltage exceed volt
,,853521.0,"Electrical apparatus; automatic circuit breakers, for a voltage exceeding 1000 volts but less than 72.5kV",electrical apparatus automatic circuit breaker voltage exceed volt
,,853529.0,"Electrical apparatus; automatic circuit breakers, for a voltage of 72.5kV or more",electrical apparatus automatic circuit breaker voltage
,,853530.0,"Electrical apparatus; isolating and make-and-break switches, for a voltage exceeding 1000 volts",electrical apparatus isolate break switch voltage exceed volt
,,853540.0,"Electrical apparatus; lightning arresters, voltage limiters and surge suppressors (for a voltage exceeding 1000 volts)",electrical apparatus lightning arrester voltage limiter surge suppressor voltage exceed volt
,,853590.0,"Electrical apparatus; n.e.c. in heading no. 8535, for switching or protecting electrical circuits, for a voltage exceeding 1000 volts",electrical apparatus head switch protect electrical circuit voltage exceed volt
,,853610.0,"Electrical apparatus; fuses, for a voltage not exceeding 1000 volts",electrical apparatus fuse voltage exceed volt
,,853620.0,"Electrical apparatus; automatic circuit breakers, for a voltage not exceeding 1000 volts",electrical apparatus automatic circuit breaker voltage exceed volt
,,853630.0,"Electrical apparatus; for protecting electrical circuits, n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts",electrical apparatus protect electrical circuit head voltage exceed volt
,,853641.0,"Electrical apparatus; relays, (for a voltage not exceeding 60 volts)",electrical apparatus relay voltage exceed volt
,,853649.0,"Electrical apparatus; relays, for a voltage exceeding 60 volts",electrical apparatus relay voltage exceed volt
,,853650.0,"Electrical apparatus; switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts",electrical apparatus switch head voltage exceed volt
,,853661.0,"Electrical apparatus; lamp-holders, for a voltage not exceeding 1000 volts",electrical apparatus lamp holder voltage exceed volt
,,853669.0,"Electrical apparatus; plugs and sockets, for a voltage not exceeding 1000 volts",electrical apparatus plug socket voltage exceed volt
,,853670.0,"Connectors for optical fibres, optical fibre bundles or cables",connector optical fibre optical fibre bundle cable
,,853690.0,"Electrical apparatus; n.e.c. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts",electrical apparatus head switch protect electrical circuit voltage exceed volt
,,853710.0,"Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts",board panel console desk basis electric control distribution electricity switch apparatus head voltage exceed volt
,,853720.0,"Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage exceeding 1000 volts",board panel console desk basis electric control distribution electricity switch apparatus head voltage exceed volt
,,853810.0,"Electrical apparatus; parts (e.g. boards, panels, consoles, desks, cabinets, other bases), for goods of heading no. 8537, not equipped with their apparatus",electrical apparatus part board panel console desk cabinet basis good head equip apparatus
,,853890.0,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537",electrical apparatus part suitable use solely principally apparatus head
,,853910.0,Lamps; sealed beam units,lamp seal beam unit
,,853921.0,"Lamps; filament, (excluding ultra-violet or infra-red), tungsten halogen",lamp filament exclude ultra violet infra red tungsten halogen
,,853922.0,"Lamps; filament, (excluding ultra-violet or infra-red), of a power not exceeding 200W and for a voltage exceeding 100 volts, other than tungsten halogen",lamp filament exclude ultra violet infra red power exceed voltage exceed volt tungsten halogen
,,853929.0,"Lamps; filament, (excluding ultra-violet or infra-red), n.e.c. in item no. 8539.2",lamp filament exclude ultra violet infra red item
,,853931.0,"Lamps; discharge, (excluding ultra-violet), fluorescent, hot cathode",lamp discharge exclude ultra violet fluorescent hot cathode
,,853932.0,"Lamps; discharge, (excluding ultra-violet), mercury or sodium vapour lamps, metal halide lamps",lamp discharge exclude ultra violet mercury sodium vapour lamp metal halide lamp
,,853939.0,"Lamps; discharge, (excluding ultra-violet, excluding fluorescent, hot cathode)",lamp discharge exclude ultra violet exclude fluorescent hot cathode
,,853941.0,Lamps; arc-lamps,lamp arc lamp
,,853949.0,"Lamps; ultra-violet or infra-red lamps, (excluding arc-lamps)",lamp ultra violet infra red lamp exclude arc lamp
,,853951.0,"Lamps; light-emitting diode (LED) light sources, light-emitting diode (LED) modules",lamp light emit diode lead light source light emit diode lead module
,,853952.0,"Lamps; light-emitting diode (LED) light sources, light-emitting diode (LED) lamps",lamp light emit diode lead light source light emit diode lead lamp
,,853990.0,Lamps; parts of the lamps of heading no. 8539,lamp part lamp head
,,854011.0,"Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, colour",tube cathode ray television picture tube include video monitor cathode ray tube colour
,,854012.0,"Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, monochrome",tube cathode ray television picture tube include video monitor cathode ray tube monochrome
,,854020.0,"Tubes; television camera tubes, image converters and intensifiers, other photo-cathode tubes",tube television camera tube image converter intensifier photo cathode tube
,,854040.0,"Tubes; data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4mm",tube datum graphic display tube monochrome datum graphic display tube colour phosphor dot screen pitch small mm
,,854060.0,"Tubes; cathode ray, n.e.c. in heading no. 8540",tube cathode ray head
,,854071.0,"Tubes; microwave, magnetrons, excluding grid-controlled tubes",tube microwave magnetron exclude grid control tube
,,854079.0,"Tubes; microwave (for example klystrons, travelling wave tubes, carlinotrons), excluding magnetrons and grid-controlled tubes",tube microwave example klystron travel wave tube carlinotron exclude magnetron grid control tube
,,854081.0,Valves and tubes; receiver or amplifier,valve tube receiver amplifier
,,854089.0,Valves and tubes; n.e.c. in heading no. 8540,valve tube head
,,854091.0,Tubes; parts of cathode-ray tubes,tube part cathode ray tube
,,854099.0,"Valves and tubes; parts of the valves and tubes of heading no. 8540, excluding parts of cathode-ray tubes",valve tube part valve tube head exclude part cathode ray tube
,,854110.0,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",electrical apparatus diode photosensitive light emit diode lead
,,854121.0,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",electrical apparatus transistor photosensitive dissipation rate
,,854129.0,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",electrical apparatus transistor photosensitive dissipation rate
,,854130.0,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",electrical apparatus thyristor diac triac photosensitive device
,,854141.0,"Electrical apparatus; photosensitive semiconductor devices, light emitting diodes (LED)",electrical apparatus photosensitive semiconductor device light emit diode lead
,,854142.0,"Electrical apparatus; photosensitive semiconductor devices, photovoltaic cells not assembled in modules or made up into panels",electrical apparatus photosensitive semiconductor device photovoltaic cell assemble module panel
,,854143.0,"Electrical apparatus; photosensitive semiconductor devices, photovoltaic cells assembled in modules or made up into panels",electrical apparatus photosensitive semiconductor device photovoltaic cell assemble module panel
,,854149.0,"Electrical apparatus; photosensitive semiconductor devices, diodes other than light emitting diodes and photovoltaic cells whether or not assembled in modules or made up into panels",electrical apparatus photosensitive semiconductor device diode light emit diode photovoltaic cell assemble module panel
,,854151.0,"Electrical apparatus; photosensitive semiconductor devices, semiconductor-based transducers",electrical apparatus photosensitive semiconductor device semiconductor base transducer
,,854159.0,Electrical apparatus; photosensitive semiconductor devices n.e.c. in heading no. 8541,electrical apparatus photosensitive semiconductor device head
,,854160.0,Crystals; mounted piezo-electric,crystal mount piezo electric
,,854190.0,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",electrical apparatus part diode transistor similar semiconductor device photosensitive semiconductor device
,,854231.0,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",electronic integrated circuit processor controller combine memory converter logic circuit amplifier clock timing circuit circuit
,,854232.0,Electronic integrated circuits; memories,electronic integrated circuit memory
,,854233.0,Electronic integrated circuits; amplifiers,electronic integrated circuit amplifier
,,854239.0,Electronic integrated circuits; n.e.c. in heading no. 8542,electronic integrated circuit head
,,854290.0,Parts of electronic integrated circuits,part electronic integrate circuit
,,854310.0,Electrical machines and apparatus; particle accelerators,electrical machine apparatus particle accelerator
,,854320.0,Electrical machines and apparatus; signal generators,electrical machine apparatus signal generator
,,854330.0,"Electrical machines and apparatus; for electroplating, electrolysis or electrophoresis",electrical machine apparatus electroplating electrolysis electrophoresis
,,854340.0,Electrical machines and apparatus; electronic cigarettes and similar personal electric vaporising devices,electrical machine apparatus electronic cigarette similar personal electric vaporise device
,,854370.0,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543",electrical machine apparatus have individual function specify include chapter head
,,854390.0,Electrical machines and apparatus; parts of the electrical goods of heading no. 8543,electrical machine apparatus part electrical good head
,,854411.0,"Insulated electric conductors; winding wire, of copper",insulate electric conductor wind wire copper
,,854419.0,"Insulated electric conductors; winding wire, (of other than copper)",insulate electric conductor wind wire copper
,,854420.0,Insulated electric conductors; co-axial cable and other co-axial electric conductors,insulate electric conductor co axial cable co axial electric conductor
,,854430.0,"Insulated electric conductors; ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",insulate electric conductor ignition wiring set wiring set kind vehicle aircraft ship
,,854442.0,"Insulated electric conductors; for a voltage not exceeding 1000 volts, fitted with connectors",insulate electric conductor voltage exceed volt fit connector
,,854449.0,"Insulated electric conductors; for a voltage not exceeding 1000 volts, not fitted with connectors",insulate electric conductor voltage exceed volt fit connector
,,854460.0,Insulated electric conductors; for a voltage exceeding 1000 volts,insulate electric conductor voltage exceed volt
,,854470.0,Insulated electric conductors; optical fibre cables,insulate electric conductor optical fibre cable
,,854511.0,"Carbon electrodes; with or without metal, of a kind used for furnaces",carbon electrode metal kind furnace
,,854519.0,"Carbon electrodes; with or without metal, of a kind used for other than furnaces",carbon electrode metal kind furnace
,,854520.0,"Carbon brushes; with or without metal, used for electrical purposes",carbon brush metal electrical purpose
,,854590.0,"Carbon; lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes",carbon lamp carbon battery carbon article graphite carbon metal kind electrical purpose
,,854610.0,Electrical insulators; of glass,electrical insulator glass
,,854620.0,Electrical insulators; of ceramics,electrical insulator ceramic
,,854690.0,Electrical insulators; other than of glass and ceramics,electrical insulator glass ceramic
,,854710.0,"Insulating fittings; of ceramics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",insulate fitting ceramic electrical machine insulate material minor assembly part exclude head
,,854720.0,"Insulating fittings; of plastics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",insulate fitting plastic electrical machine insulate material minor assembly part exclude head
,,854790.0,"Insulating fittings; (other than of ceramics or plastics), for electrical machines, appliances and equipment, excluding insulators of heading no. 8546",insulate fitting ceramic plastic electrical machine appliance equipment exclude insulator head
,,854800.0,Electrical parts of machinery or apparatus; not specified or elsewhere included in this chapter,electrical part machinery apparatus specify include chapter
,,854911.0,Waste and scrap of lead-acid accumulators; spent lead-acid accumulators,waste scrap lead acid accumulator spend lead acid accumulator
,,854912.0,"Waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, containing lead, cadmium or mercury, other than lead-acid accumulators",waste scrap primary cell primary battery electric accumulator spend contain lead cadmium mercury lead acid accumulator
,,854913.0,"Waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, sorted by chemical type and not containing lead, cadmium or mercury",waste scrap primary cell primary battery electric accumulator spend sort chemical type contain lead cadmium mercury
,,854914.0,"Waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, unsorted and not containing lead, cadmium or mercury",waste scrap primary cell primary battery electric accumulator spend unsorted contain lead cadmium mercury
,,854919.0,"Waste and scrap; of primary cells, primary batteries and electric accumulators, n.e.c. in item no 8549.1",waste scrap primary cell primary battery electric accumulator item
,,854921.0,"Electrical and electronic waste and scrap; of a kind used principally for the recovery of precious metal, containing primary cells and batteries, electric accumulators, mercury-switches, glass from cathode ray tubes or other activated glass, or electrical",electrical electronic waste scrap kind principally recovery precious metal contain primary cell battery electric accumulator mercury switch glass cathode ray tube activate glass electrical
,,854929.0,Waste and scrap; of a kind used principally for the recovery of precious metal n.e.c. in item no 8549.21,waste scrap kind principally recovery precious metal item
,,854931.0,"Electrical and electronic waste and scrap; electrical and electronic assemblies and printed circuit boards, other than those used principally for the recovery of precious metal, containing primary cells and batteries, electric accumulators, mercury-switch",electrical electronic waste scrap electrical electronic assembly print circuit board principally recovery precious metal contain primary cell battery electric accumulator mercury switch
,,854939.0,"Waste and scrap; electrical and electronic assemblies and printed circuit boards, other than those used principally for the recovery of precious metal n.e.c. in item no 8549.31",waste scrap electrical electronic assembly print circuit board principally recovery precious metal item
,,854991.0,Waste and scrap; n.e.c. in heading no 8549,waste scrap head
,,854999.0,Waste and scrap; n.e.c. in item no 8549.91,waste scrap item
,,860110.0,Rail locomotives; powered from an external source of electricity,rail locomotive power external source electricity
,,860120.0,Rail locomotives; powered by electric accumulators,rail locomotive power electric accumulator
,,860210.0,Rail locomotives; diesel-electric powered,rail locomotive diesel electric power
,,860290.0,Rail locomotives and locomotive tenders; other than diesel-electric powered,rail locomotive locomotive tender diesel electric power
,,860310.0,"Railway or tramway coaches, vans and trucks; self-propelled, powered from an external source of electricity (excluding those of heading no. 8604)",railway tramway coach van truck self propel power external source electricity exclude head
,,860390.0,"Railway or tramway coaches, vans and trucks; self-propelled, powered other than from an external source of electricity (excluding those of heading no. 8604)",railway tramway coach van truck self propel power external source electricity exclude head
,,860400.0,"Railway or tramway maintenance or service vehicles; whether or not self-propelled (e.g. workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)",railway tramway maintenance service vehicle self propel workshop crane ballast tamper trackliner test coach track inspection vehicle
,,860500.0,"Railway or tramway coaches; passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading no. 8604)",railway tramway coach passenger coach luggage van post office coach special purpose railway tramway coach self propel exclude head
,,860610.0,"Railway or tramway goods vans and wagons; tank wagons and the like, not self-propelled",railway tramway good van wagon tank wagon like self propel
,,860630.0,"Railway or tramway goods vans and wagons; self-discharging, not self-propelled, excluding those of item no. 8606.10",railway tramway good van wagon self discharge self propel exclude item
,,860691.0,"Railway or tramway goods vans and wagons; covered and closed, not self-propelled",railway tramway good van wagon cover closed self propel
,,860692.0,"Railway or tramway goods vans and wagons; open, with non-removable sides of a height exceeding 60cm, not self-propelled",railway tramway good van wagon open non removable side height exceed cm self propel
,,860699.0,"Railway or tramway goods vans and wagons; n.e.c. in heading no. 8606, not self-propelled",railway tramway good van wagon head self propel
,,860711.0,"Railway or tramway locomotives or rolling stock; parts, driving bogies and bissel-bogies",railway tramway locomotive roll stock part drive bogie bissel bogie
,,860712.0,"Railway or tramway locomotives or rolling stock; parts, bogies and bissel-bogies (excluding driving bogies and bissel-bogies)",railway tramway locomotive roll stock part bogie bissel bogie exclude drive bogie bissel bogie
,,860719.0,"Railway or tramway locomotives or rolling stock; parts, axles and wheels, and parts thereof",railway tramway locomotive roll stock part axle wheel part thereof
,,860721.0,"Railway or tramway locomotives or rolling stock; parts, air brakes and parts thereof",railway tramway locomotive roll stock part air brake part thereof
,,860729.0,"Railway or tramway locomotives or rolling stock; parts, brakes (other than air brakes) and parts thereof",railway tramway locomotive roll stock part brake air brake part thereof
,,860730.0,"Railway or tramway locomotives or rolling stock; parts, hooks and other coupling devices, buffers and parts thereof",railway tramway locomotive roll stock part hook coupling device buffer part thereof
,,860791.0,Railway or tramway locomotives; parts n.e.c. in heading no. 8607,railway tramway locomotive part head
,,860799.0,Railway or tramway rolling stock; parts n.e.c. in heading no. 8607,railway tramway rolling stock part head
,,860800.0,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts thereof",railway tramway track fixture fitting mechanical include electro mechanical signal safety traffic control equipment railway tramway road inland waterway parking facility port installation airfield part thereof
,,860900.0,Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,container include container transport fluid specially design equip carriage mode transport
,,870110.0,Tractors; single axle,tractor single axle
,,870121.0,"Tractors; road tractors for semi-trailers, with only compression-ignition internal combustion piston engine (diesel or semi-diesel)",tractor road tractor semi trailer compression ignition internal combustion piston engine diesel semi diesel
,,870122.0,"Tractors; road tractors for semi-trailers, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motors for propulsion",tractor road tractor semi trailer compression ignition internal combustion piston engine diesel semi diesel electric motor propulsion
,,870123.0,"Tractors; road tractors for semi-trailers, with both spark-ignition internal combustion piston engine and electric motors for propulsion",tractor road tractor semi trailer spark ignition internal combustion piston engine electric motor propulsion
,,870124.0,"Tractors; road tractors for semi-trailers, with only electric motors for propulsion",tractor road tractor semi trailer electric motor propulsion
,,870129.0,"Tractors; road tractors for semi-trailers, with other propulsion methods n.e.c. in item no 8701.2",tractor road tractor semi trailer propulsion method item
,,870130.0,Tractors; track-laying,tractor track lay
,,870191.0,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power not exceeding 18kW,tractor head tractor head engine power exceed
,,870192.0,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 18kW but not exceeding 37kW,tractor head tractor head engine power exceed exceed
,,870193.0,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 37kW but not exceeding 75kW,tractor head tractor head engine power exceed exceed
,,870194.0,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 75kW but not exceeding 130kW,tractor head tractor head engine power exceed exceed
,,870195.0,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 130kW,tractor head tractor head engine power exceed
,,870210.0,"Vehicles; public transport type (carries 10 or more persons, including driver), with only compression-ignition internal combustion piston engine (diesel or semi-diesel), new or used",vehicle public transport type carry person include driver compression ignition internal combustion piston engine diesel semi diesel new
,,870220.0,"Vehicles; public transport type (carries 10 or more persons, including driver), with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, new or used",vehicle public transport type carry person include driver compression ignition internal combustion piston engine diesel semi diesel electric motor propulsion new
,,870230.0,"Vehicles; public transport type (carries 10 or more persons, including driver), with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, new or used",vehicle public transport type carry person include driver compression ignition internal combustion piston engine diesel semi diesel electric motor propulsion new
,,870240.0,"Vehicles; public transport type (carries 10 or more persons, including driver), with only electric motor for propulsion, new or used",vehicle public transport type carry person include driver electric motor propulsion new
,,870290.0,"Vehicles; public transport type (carries 10 or more persons, including driver), n.e.c. in heading 8702, new or used",vehicle public transport type carry person include driver head new
,,870310.0,"Vehicles; specially designed for travelling on snow, golf cars and similar vehicles",vehicle specially design travel snow golf car similar vehicle
,,870321.0,"Vehicles; with only spark-ignition internal combustion piston engine, cylinder capacity not over 1000cc",vehicle spark ignition internal combustion piston engine cylinder capacity
,,870322.0,"Vehicles; with only spark-ignition internal combustion piston engine, cylinder capacity over 1000 but not over 1500cc",vehicle spark ignition internal combustion piston engine cylinder capacity
,,870323.0,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc",vehicle spark ignition internal combustion reciprocate piston engine cylinder capacity
,,870324.0,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 3000cc",vehicle spark ignition internal combustion reciprocate piston engine cylinder capacity
,,870331.0,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity not over 1500cc",vehicle compression ignition internal combustion piston engine diesel semi diesel cylinder capacity
,,870332.0,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 1500 but not over 2500cc",vehicle compression ignition internal combustion piston engine diesel semi diesel cylinder capacity
,,870333.0,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 2500cc",vehicle compression ignition internal combustion piston engine diesel semi diesel cylinder capacity
,,870340.0,"Vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, incapable of being charged by plugging to external source of electric power",vehicle spark ignition internal combustion piston engine electric motor propulsion incapable charge plug external source electric power
